owner_family_name,count_1740,count_1808,increase
dador,1.0,0.0,-1.0
dal bello,1.0,0.0,-1.0
dal bo,1.0,0.0,-1.0
dal bon,4.0,0.0,-4.0
dal favro,1.0,0.0,-1.0
dal lin,3.0,0.0,-3.0
dal medico,1.0,3.0,2.0
dal medico contarini,5.0,0.0,-5.0
dal re,1.0,0.0,-1.0
dal zante,1.0,0.0,-1.0
dalai,1.0,0.0,-1.0
daleze,1.0,1.0,0.0
dall'agio,1.0,0.0,-1.0
dall'aqua,2.0,0.0,-2.0
dall'asta,2.0,13.0,11.0
dalla bella,6.0,11.0,5.0
dalla braza,1.0,0.0,-1.0
dalla gianeva,1.0,0.0,-1.0
dalla mula,1.0,0.0,-1.0
damian,1.0,0.0,-1.0
damiani,3.0,2.0,-1.0
damosto,2.0,38.0,36.0
damula,1.0,28.0,27.0
damulla,3.0,0.0,-3.0
dana,1.0,0.0,-1.0
dandolo,37.0,19.0,-18.0
dandolo dolfin,1.0,0.0,-1.0
danielli,4.0,0.0,-4.0
danielli lucadello,2.0,0.0,-2.0
dante,5.0,2.0,-3.0
dapoggio,1.0,0.0,-1.0
darduin,2.0,0.0,-2.0
daria,4.0,0.0,-4.0
darina,1.0,0.0,-1.0
dario,47.0,3.0,-44.0
dariva,3.0,37.0,34.0
darli,8.0,0.0,-8.0
davia,3.0,2.0,-1.0
david,5.0,0.0,-5.0
dazon,1.0,0.0,-1.0
de beni,1.0,0.0,-1.0
de felippi,1.0,0.0,-1.0
de grandi,1.0,1.0,0.0
de luca,2.0,2.0,0.0
de lucca,1.0,1.0,0.0
de mezzo,4.0,0.0,-4.0
de more,1.0,0.0,-1.0
de piccoli,1.0,0.0,-1.0
dedoni,1.0,0.0,-1.0
degan,1.0,2.0,1.0
degna,4.0,0.0,-4.0
dei pani,1.0,0.0,-1.0
dell'angelo,1.0,0.0,-1.0
delle barche,1.0,0.0,-1.0
demore,1.0,0.0,-1.0
dente,6.0,9.0,3.0
dente capponi,2.0,0.0,-2.0
di mazo,9.0,0.0,-9.0
diedo,17.0,57.0,40.0
diedo monicaus,1.0,0.0,-1.0
diedo monicausa,3.0,0.0,-3.0
diletta,1.0,0.0,-1.0
diletti,1.0,0.0,-1.0
dinarello,1.0,0.0,-1.0
dinelli,2.0,0.0,-2.0
dogo,1.0,0.0,-1.0
dolandini,1.0,0.0,-1.0
dolce,12.0,9.0,-3.0
dolfin,153.0,142.0,-11.0
dolfin grimani,1.0,0.0,-1.0
dolfin michiel,1.0,0.0,-1.0
dolfin riva,2.0,0.0,-2.0
domestici,3.0,2.0,-1.0
dona,215.0,1.0,-214.0
dona corer,3.0,0.0,-3.0
dona correggio,1.0,0.0,-1.0
dona perazo,1.0,0.0,-1.0
dona polo,2.0,0.0,-2.0
donada,22.0,1.0,-21.0
donada emo,2.0,0.0,-2.0
donadela,1.0,0.0,-1.0
donadi,1.0,0.0,-1.0
donado,17.0,0.0,-17.0
donadoni,2.0,9.0,7.0
donadoni boselo,1.0,0.0,-1.0
donadoni pandolfi,1.0,0.0,-1.0
donati,3.0,4.0,1.0
donini,21.0,0.0,-21.0
dorici,1.0,0.0,-1.0
doriga,1.0,0.0,-1.0
dossi,3.0,0.0,-3.0
draghia,1.0,0.0,-1.0
dreda,1.0,0.0,-1.0
driuzzi,7.0,10.0,3.0
driuzzo,1.0,0.0,-1.0
drusian,1.0,0.0,-1.0
duiro,2.0,0.0,-2.0
duodo,98.0,74.0,-24.0
duodo zustinian,1.0,0.0,-1.0
duramano,1.0,0.0,-1.0
durighello,2.0,0.0,-2.0
durli,3.0,0.0,-3.0
dusto,1.0,0.0,-1.0
eirzzo,3.0,0.0,-3.0
elia,2.0,0.0,-2.0
emo,30.0,19.0,-11.0
emo foscarini,1.0,0.0,-1.0
emo michiel,1.0,0.0,-1.0
eox,1.0,0.0,-1.0
ercolina,1.0,0.0,-1.0
eriso,2.0,0.0,-2.0
erizo,22.0,63.0,41.0
erizzo,108.0,87.0,-21.0
erizzo canal,2.0,0.0,-2.0
ertz,11.0,0.0,-11.0
erz,2.0,0.0,-2.0
erz olin,6.0,0.0,-6.0
fabrici,1.0,0.0,-1.0
fabris,10.0,32.0,22.0
fabris gerardi,1.0,0.0,-1.0
faccini,6.0,0.0,-6.0
faccio,1.0,0.0,-1.0
facco,1.0,0.0,-1.0
fachin,1.0,0.0,-1.0
fachinetti,2.0,0.0,-2.0
falico,2.0,0.0,-2.0
falier,20.0,14.0,-6.0
falier bembo,1.0,0.0,-1.0
falier corner,29.0,0.0,-29.0
fallier,4.0,2.0,-2.0
fallier bembo,2.0,0.0,-2.0
fanelli poli,1.0,0.0,-1.0
fanello,1.0,0.0,-1.0
fantinelli,5.0,0.0,-5.0
fanzelli,1.0,0.0,-1.0
farniella,2.0,0.0,-2.0
farsene,1.0,0.0,-1.0
farsetti,12.0,3.0,-9.0
fasini,1.0,0.0,-1.0
fasoli bernardo,4.0,0.0,-4.0
fazzaddio,1.0,0.0,-1.0
fazzadio,2.0,0.0,-2.0
fedrici,1.0,0.0,-1.0
felippini,1.0,0.0,-1.0
fellipini,2.0,0.0,-2.0
feltre,3.0,0.0,-3.0
fensi,1.0,0.0,-1.0
ferabo,3.0,0.0,-3.0
feracina,5.0,1.0,-4.0
ferari,3.0,3.0,0.0
ferasina,1.0,0.0,-1.0
ferasini,3.0,0.0,-3.0
ferassini,1.0,0.0,-1.0
ferei,1.0,0.0,-1.0
feretti,2.0,1.0,-1.0
ferinelli,1.0,0.0,-1.0
ferrabo,2.0,0.0,-2.0
ferracini,1.0,0.0,-1.0
ferramasca,1.0,0.0,-1.0
ferrari,10.0,36.0,26.0
ferrari stella,1.0,0.0,-1.0
ferreti,1.0,0.0,-1.0
ferretti,42.0,15.0,-27.0
ferri,9.0,32.0,23.0
ferro,66.0,32.0,-34.0
ferru,1.0,0.0,-1.0
ferzi,1.0,0.0,-1.0
fiberti,1.0,0.0,-1.0
filippi,2.0,6.0,4.0
filippina,1.0,0.0,-1.0
filippini,8.0,4.0,-4.0
filosi,40.0,18.0,-22.0
filuspergher,1.0,0.0,-1.0
fini,42.0,23.0,-19.0
fiorelli,2.0,0.0,-2.0
fioretti,2.0,0.0,-2.0
fiorina,1.0,8.0,7.0
fizzio,3.0,0.0,-3.0
flangini,1.0,4.0,3.0
folla pozzo,3.0,0.0,-3.0
fonceca,1.0,0.0,-1.0
fonel,1.0,0.0,-1.0
fontana,16.0,33.0,17.0
fontana albrizzi,1.0,0.0,-1.0
fontana barbo,3.0,0.0,-3.0
fonte,47.0,3.0,-44.0
fonti,2.0,0.0,-2.0
foppa,1.0,0.0,-1.0
foresti,5.0,10.0,5.0
formenti,15.0,18.0,3.0
fornara,1.0,0.0,-1.0
forte,1.0,0.0,-1.0
fortunata da riva,2.0,0.0,-2.0
foruzzi,1.0,0.0,-1.0
fosa,1.0,0.0,-1.0
foscari,104.0,59.0,-45.0
foscari zanobri,1.0,0.0,-1.0
foscarini,259.0,181.0,-78.0
foscarini garzoni,10.0,0.0,-10.0
foscarini priuli,1.0,0.0,-1.0
foschari,1.0,0.0,-1.0
foscoli,1.0,0.0,-1.0
foscolo,11.0,36.0,25.0
foscolo dona,1.0,0.0,-1.0
fossa,1.0,8.0,7.0
fossalli,1.0,0.0,-1.0
fossati,1.0,13.0,12.0
fracasseti,1.0,6.0,5.0
fracassetti,3.0,6.0,3.0
fraini,1.0,0.0,-1.0
framondo,4.0,0.0,-4.0
franca,5.0,0.0,-5.0
franceschetti,1.0,0.0,-1.0
franceschi,62.0,9.0,-53.0
franceschi dalla mota,2.0,0.0,-2.0
franceschini,1.0,2.0,1.0
francescone,1.0,0.0,-1.0
francesconi,1.0,8.0,7.0
franchi,1.0,1.0,0.0
franco,1.0,1.0,0.0
franco d'almeda,1.0,0.0,-1.0
frangin,1.0,0.0,-1.0
frangini,7.0,8.0,1.0
franzi fava,2.0,0.0,-2.0
franzoni,3.0,1.0,-2.0
frari,3.0,1.0,-2.0
frascinetti,3.0,0.0,-3.0
frizelini,1.0,0.0,-1.0
fruel,1.0,0.0,-1.0
fugazzoni,1.0,0.0,-1.0
fugo,1.0,0.0,-1.0
fulcis,1.0,0.0,-1.0
fulgosi,1.0,0.0,-1.0
fusi,1.0,0.0,-1.0
fuzari,1.0,0.0,-1.0
gabbiati,1.0,0.0,-1.0
gabezi,1.0,0.0,-1.0
gabrieli,14.0,6.0,-8.0
gabrielli,1.0,0.0,-1.0
gabrini,3.0,2.0,-1.0
gabusi,2.0,0.0,-2.0
gaffuri,1.0,0.0,-1.0
gagiardello,1.0,0.0,-1.0
gagietta,1.0,1.0,0.0
gagio,3.0,2.0,-1.0
gai,1.0,0.0,-1.0
gajo,1.0,3.0,2.0
galante,4.0,5.0,1.0
galanti,2.0,1.0,-1.0
galbadin,2.0,0.0,-2.0
galicii,1.0,0.0,-1.0
galico santorio,2.0,0.0,-2.0
galizioli,2.0,2.0,0.0
gallani,1.0,0.0,-1.0
galli menafoglio,2.0,0.0,-2.0
gallici,1.0,0.0,-1.0
gallicioli,1.0,0.0,-1.0
gallivo,1.0,0.0,-1.0
gallizzi,1.0,4.0,3.0
gallo,12.0,7.0,-5.0
ganassa,8.0,1.0,-7.0
ganassoni,3.0,0.0,-3.0
ganossa,1.0,0.0,-1.0
garagnin,1.0,0.0,-1.0
garati,1.0,1.0,0.0
garberi,1.0,0.0,-1.0
garbiza,1.0,0.0,-1.0
gardani,13.0,7.0,-6.0
gardea,1.0,0.0,-1.0
gardenali,1.0,0.0,-1.0
gareli,1.0,0.0,-1.0
garelli,10.0,8.0,-2.0
garzoni,7.0,7.0,0.0
garzoni diedo,4.0,0.0,-4.0
gasetti,1.0,0.0,-1.0
gasparini,11.0,7.0,-4.0
gasparon,1.0,0.0,-1.0
gasperini,2.0,0.0,-2.0
gastaldello roncae,1.0,0.0,-1.0
gatta,4.0,0.0,-4.0
gattei,3.0,0.0,-3.0
gattelli,1.0,0.0,-1.0
gavazzi,2.0,9.0,7.0
gaverina,1.0,0.0,-1.0
gazaroni,2.0,0.0,-2.0
gazzolo,1.0,0.0,-1.0
gemon,2.0,0.0,-2.0
genari lenderan,1.0,0.0,-1.0
genca,2.0,0.0,-2.0
gennari,2.0,0.0,-2.0
gentili,3.0,1.0,-2.0
gentilli,1.0,0.0,-1.0
gerardi,8.0,15.0,7.0
gerosam,2.0,0.0,-2.0
gervasoni,2.0,3.0,1.0
gesoram,1.0,0.0,-1.0
getta,1.0,0.0,-1.0
ghel,1.0,0.0,-1.0
ghelfol,1.0,0.0,-1.0
ghelof,1.0,0.0,-1.0
gheltof,1.0,4.0,3.0
gheltoff,1.0,0.0,-1.0
gheri,2.0,0.0,-2.0
gheringhi,2.0,0.0,-2.0
ghetolf,2.0,0.0,-2.0
ghetta,1.0,0.0,-1.0
ghirardi,9.0,0.0,-9.0
ghisi,3.0,0.0,-3.0
giacomazzi,3.0,2.0,-1.0
giaconiti,1.0,0.0,-1.0
gianco,1.0,0.0,-1.0
gianini,1.0,2.0,1.0
giannati,4.0,0.0,-4.0
gianola,1.0,1.0,0.0
gianolla,4.0,2.0,-2.0
giansich,1.0,0.0,-1.0
giavarina,2.0,0.0,-2.0
gidoni,1.0,14.0,13.0
giera,4.0,2.0,-2.0
gierardi,1.0,0.0,-1.0
gio,2.0,0.0,-2.0
gioanelli,2.0,0.0,-2.0
gioffre,5.0,0.0,-5.0
giona,2.0,0.0,-2.0
giorgeta,1.0,0.0,-1.0
giotti,1.0,0.0,-1.0
giovanelli,57.0,93.0,36.0
girardi,15.0,9.0,-6.0
girardini,5.0,1.0,-4.0
giretti,1.0,0.0,-1.0
gissoni,1.0,0.0,-1.0
giubas,1.0,0.0,-1.0
giudice,2.0,0.0,-2.0
giulianati,1.0,0.0,-1.0
giupponi,1.0,5.0,4.0
giusti,3.0,1.0,-2.0
giustini corner,1.0,0.0,-1.0
giustinian,171.0,104.0,-67.0
giustiniani,2.0,12.0,10.0
giustinina corner,1.0,0.0,-1.0
giustinini,2.0,0.0,-2.0
gobezzi,1.0,0.0,-1.0
gobrisca,1.0,0.0,-1.0
goffre,1.0,0.0,-1.0
goldoni,1.0,1.0,0.0
gondulmer,1.0,5.0,4.0
gondumier,1.0,0.0,-1.0
goretti,4.0,1.0,-3.0
gorlatta,1.0,0.0,-1.0
gozi,1.0,0.0,-1.0
gozzi,1.0,2.0,1.0
gozzi terzi,1.0,0.0,-1.0
gradenigo,113.0,169.0,56.0
gradenigo corner,2.0,0.0,-2.0
gradenigo de vincenzo,1.0,0.0,-1.0
graina,1.0,0.0,-1.0
gramagare,2.0,0.0,-2.0
grandaso,1.0,0.0,-1.0
grandati,1.0,0.0,-1.0
grandi,8.0,0.0,-8.0
grandis,1.0,9.0,8.0
grapiglia,4.0,6.0,2.0
grassetti,1.0,1.0,0.0
grassi,16.0,36.0,20.0
gratariol,1.0,0.0,-1.0
gratarol,1.0,8.0,7.0
gratarol castelli,2.0,0.0,-2.0
grataruol castelli,1.0,0.0,-1.0
grattarol,6.0,0.0,-6.0
grattarol castelli,2.0,0.0,-2.0
gravato,1.0,0.0,-1.0
grazzi,1.0,0.0,-1.0
gregolin,1.0,1.0,0.0
grifalconi,5.0,10.0,5.0
grimani,245.0,301.0,56.0
grimani bernardo,30.0,0.0,-30.0
grimani caleri,3.0,0.0,-3.0
grimani contarini,5.0,0.0,-5.0
grimani dai servi,3.0,0.0,-3.0
grimani de servi,40.0,0.0,-40.0
grimani dei servi,7.0,0.0,-7.0
grimani malvezzi,11.0,0.0,-11.0
grimani malvezzo,1.0,0.0,-1.0
grimani sagredo,4.0,0.0,-4.0
grimani servi,1.0,0.0,-1.0
grinfa,1.0,0.0,-1.0
grioni,3.0,5.0,2.0
griti,1.0,81.0,80.0
gritti,118.0,70.0,-48.0
gritti mocenigo,1.0,0.0,-1.0
gron marcello,1.0,0.0,-1.0
groppi,11.0,3.0,-8.0
groppo,1.0,0.0,-1.0
grosetti citello,1.0,0.0,-1.0
grotta,1.0,8.0,7.0
grotti,2.0,0.0,-2.0
grotto,1.0,0.0,-1.0
gruato,1.0,5.0,4.0
guaetto,1.0,0.0,-1.0
guarda,4.0,0.0,-4.0
guarinoni,1.0,3.0,2.0
guazzo,12.0,2.0,-10.0
gubbi,1.0,0.0,-1.0
gubi,1.0,0.0,-1.0
guerini,1.0,1.0,0.0
guerra,13.0,14.0,1.0
guerrier,3.0,0.0,-3.0
guerrieri,1.0,0.0,-1.0
guerriero,1.0,0.0,-1.0
guglielmi,1.0,0.0,-1.0
guidotti,7.0,0.0,-7.0
guidotto,5.0,0.0,-5.0
gulberti,1.0,0.0,-1.0
gussoni,1.0,0.0,-1.0
gussoni curti,1.0,0.0,-1.0
hais,1.0,0.0,-1.0
hertz,17.0,0.0,-17.0
herz,8.0,0.0,-8.0
hescari,1.0,0.0,-1.0
impuri,1.0,0.0,-1.0
intrioni,2.0,0.0,-2.0
inverandi,1.0,0.0,-1.0
inviani,10.0,0.0,-10.0
iuanovich,1.0,0.0,-1.0
iustinian,1.0,0.0,-1.0
iustinioni,1.0,0.0,-1.0
labia,17.0,37.0,20.0
laghi,3.0,0.0,-3.0
lago,1.0,0.0,-1.0
lama,2.0,0.0,-2.0
lameri,3.0,0.0,-3.0
landar,1.0,0.0,-1.0
lando corner,10.0,0.0,-10.0
lando correr,10.0,0.0,-10.0
lando correra,1.0,0.0,-1.0
lando vidiman,1.0,0.0,-1.0
lanfranchi,4.0,5.0,1.0
lanfranconi,1.0,0.0,-1.0
lanza,2.0,6.0,4.0
lanza tealdi,2.0,0.0,-2.0
lapello,1.0,0.0,-1.0
laplace,2.0,0.0,-2.0
lardoni,7.0,5.0,-2.0
latoner,1.0,0.0,-1.0
lavagnis,2.0,0.0,-2.0
lavesi,1.0,5.0,4.0
lavezari,2.0,9.0,7.0
lavezi,1.0,2.0,1.0
lavezzi,5.0,2.0,-3.0
lazari,8.0,13.0,5.0
lazari gussoni,1.0,0.0,-1.0
lazarini,2.0,0.0,-2.0
lazaroni,4.0,0.0,-4.0
lazeroni,1.0,0.0,-1.0
lazzata,1.0,0.0,-1.0
lazzera,1.0,0.0,-1.0
legrenzi,2.0,1.0,-1.0
lessi,1.0,0.0,-1.0
levi,8.0,10.0,2.0
leze,3.0,4.0,1.0
liarca,5.0,0.0,-5.0
liarcha,2.0,0.0,-2.0
licini,12.0,11.0,-1.0
limpomano,1.0,0.0,-1.0
lin,23.0,0.0,-23.0
lini,24.0,0.0,-24.0
lio,6.0,10.0,4.0
lio nomico,1.0,0.0,-1.0
lion,8.0,1.0,-7.0
lioni,2.0,10.0,8.0
lionzin,1.0,0.0,-1.0
lipamano,20.0,4.0,-16.0
lipomano,14.0,19.0,5.0
lipomano sagredo,1.0,0.0,-1.0
lippamano,2.0,0.0,-2.0
lippomani,1.0,0.0,-1.0
lippomano,7.0,18.0,11.0
lippomano sagredo,1.0,0.0,-1.0
lizzini,1.0,0.0,-1.0
locatelli,1.0,1.0,0.0
locatelli franceschi,1.0,0.0,-1.0
locatello,1.0,14.0,13.0
lodoli,12.0,0.0,-12.0
lodoli bartoli,1.0,0.0,-1.0
lodovici,16.0,3.0,-13.0
lombarda priuli,1.0,0.0,-1.0
lombardo,37.0,1.0,-36.0
lombria,1.0,0.0,-1.0
lombria priuli,1.0,0.0,-1.0
longo,18.0,11.0,-7.0
lordean ruzini,1.0,0.0,-1.0
loredan,177.0,29.0,-148.0
loredan belegno,2.0,0.0,-2.0
loredan imberti,5.0,9.0,4.0
loredan inberti,1.0,0.0,-1.0
loredan priuli,1.0,0.0,-1.0
loredan rosini,1.0,0.0,-1.0
loredan ruzini,3.0,0.0,-3.0
loredan ruzini priuli,14.0,0.0,-14.0
loredan ruzzini,2.0,0.0,-2.0
loredan ruzzini priuli,9.0,0.0,-9.0
loredana,2.0,0.0,-2.0
lorenda ruzzini,1.0,0.0,-1.0
lorenzi,1.0,2.0,1.0
loria,1.0,0.0,-1.0
loschi,1.0,3.0,2.0
lotti,6.0,0.0,-6.0
lotto,2.0,3.0,1.0
loza,2.0,0.0,-2.0
luca,4.0,0.0,-4.0
lucatello,3.0,35.0,32.0
lucelli,2.0,0.0,-2.0
luchetta,2.0,0.0,-2.0
lugana,2.0,0.0,-2.0
lupichi,1.0,0.0,-1.0
luzato,2.0,3.0,1.0
luzina,1.0,0.0,-1.0
macano,1.0,0.0,-1.0
macarini,1.0,0.0,-1.0
macarini petriceli,1.0,0.0,-1.0
maccarini,2.0,0.0,-2.0
maccato,1.0,0.0,-1.0
macetti reggia,1.0,0.0,-1.0
maderini,1.0,2.0,1.0
maderni,5.0,11.0,6.0
maestro,1.0,2.0,1.0
mafetti,1.0,0.0,-1.0
maffeti,1.0,0.0,-1.0
maffetti,64.0,23.0,-41.0
maffettu,1.0,0.0,-1.0
maffioletti,1.0,1.0,0.0
maggetti,1.0,0.0,-1.0
magnain,1.0,0.0,-1.0
magnavin,2.0,0.0,-2.0
magnazin,1.0,0.0,-1.0
magno,42.0,19.0,-23.0
magri,1.0,0.0,-1.0
maino,1.0,3.0,2.0
maisette,1.0,1.0,0.0
malacarne,9.0,0.0,-9.0
malapano,1.0,0.0,-1.0
malipierio,2.0,0.0,-2.0
malipiero,99.0,40.0,-59.0
malipiero balbi,5.0,0.0,-5.0
malipiero barbarigo,4.0,0.0,-4.0
malipiero caotorda,1.0,0.0,-1.0
malipiero caotorta,3.0,0.0,-3.0
malipiero cocco,1.0,0.0,-1.0
malipiero cocho,2.0,0.0,-2.0
malipiero falier corner,1.0,0.0,-1.0
malipiero gritti,12.0,0.0,-12.0
malipiero gritti terzi,1.0,0.0,-1.0
malipiero lipamano,1.0,0.0,-1.0
malipiero lipomano,2.0,0.0,-2.0
malo,4.0,0.0,-4.0
maloselo,1.0,0.0,-1.0
malvicini,5.0,0.0,-5.0
manaigo,3.0,0.0,-3.0
manarini,1.0,0.0,-1.0
mandelli,2.0,1.0,-1.0
mandolin,2.0,0.0,-2.0
manera,1.0,2.0,1.0
manfredi,1.0,1.0,0.0
manfrin,3.0,9.0,6.0
manfroto,1.0,0.0,-1.0
manfrotto,3.0,0.0,-3.0
manin,32.0,77.0,45.0
manoleso,2.0,0.0,-2.0
manolesso,57.0,15.0,-42.0
manzini,1.0,2.0,1.0
manzoni,22.0,20.0,-2.0
manzonio,2.0,0.0,-2.0
marana,1.0,0.0,-1.0
marangoni,1.0,2.0,1.0
marassi marconi,2.0,0.0,-2.0
marca renier,1.0,0.0,-1.0
marcelini,1.0,0.0,-1.0
marcella,2.0,2.0,0.0
marcello,113.0,55.0,-58.0
marcello steffani,1.0,0.0,-1.0
marchain,1.0,0.0,-1.0
marchesati,18.0,3.0,-15.0
marchesi,8.0,13.0,5.0
marchesi pogna,1.0,0.0,-1.0
marchesini,1.0,12.0,11.0
marchetti,2.0,1.0,-1.0
marchiate,1.0,0.0,-1.0
marchioni lavesi,1.0,0.0,-1.0
marchiori,1.0,10.0,9.0
marci,1.0,0.0,-1.0
marcoleoni,1.0,2.0,1.0
marcolini,1.0,0.0,-1.0
marconi,2.0,27.0,25.0
maretti,1.0,0.0,-1.0
marfin,1.0,0.0,-1.0
mariani,1.0,0.0,-1.0
marin,2.0,8.0,6.0
marin malipiero,5.0,0.0,-5.0
marinali,1.0,0.0,-1.0
marini,9.0,15.0,6.0
marinoni,12.0,10.0,-2.0
marioni,23.0,44.0,21.0
maron,1.0,0.0,-1.0
marozin,1.0,0.0,-1.0
marsari,1.0,2.0,1.0
martenengo,1.0,0.0,-1.0
martinelli,9.0,30.0,21.0
martinengo,10.0,34.0,24.0
martinengo cesareschi,1.0,0.0,-1.0
martini,8.0,9.0,1.0
martinovichi,1.0,0.0,-1.0
marussi,1.0,0.0,-1.0
maruzzi,5.0,53.0,48.0
marzelli,1.0,0.0,-1.0
marzello,5.0,1.0,-4.0
masari,2.0,0.0,-2.0
masca,1.0,1.0,0.0
mascherati,1.0,0.0,-1.0
maschi,4.0,2.0,-2.0
masini,3.0,0.0,-3.0
massa,1.0,7.0,6.0
massari,4.0,1.0,-3.0
massarini,7.0,0.0,-7.0
massoni,1.0,0.0,-1.0
mastini,2.0,6.0,4.0
mattacini,1.0,0.0,-1.0
mazo,2.0,0.0,-2.0
mazza,4.0,0.0,-4.0
mazzari,1.0,0.0,-1.0
mazzaroli,1.0,1.0,0.0
mazzeti,1.0,0.0,-1.0
mazzetti,5.0,0.0,-5.0
mazzo,2.0,0.0,-2.0
mazzocchi,6.0,0.0,-6.0
mazzocco,2.0,4.0,2.0
mazzoleni,3.0,3.0,0.0
mazzoni,2.0,77.0,75.0
medina,1.0,0.0,-1.0
melchioni,1.0,0.0,-1.0
melchiori,1.0,2.0,1.0
melchiori benedetti,1.0,0.0,-1.0
membrin,1.0,0.0,-1.0
memmo,1.0,19.0,18.0
memo,58.0,65.0,7.0
memo molin,4.0,0.0,-4.0
meneguz,1.0,0.0,-1.0
menin,1.0,0.0,-1.0
menini armati,1.0,0.0,-1.0
meri,1.0,0.0,-1.0
merini,1.0,0.0,-1.0
merlo,2.0,8.0,6.0
metasalo,1.0,0.0,-1.0
mezani,1.0,0.0,-1.0
miani,33.0,4.0,-29.0
miani martinelli,1.0,0.0,-1.0
micheli,1.0,0.0,-1.0
michetti,1.0,0.0,-1.0
michiel,169.0,1.0,-168.0
michiel barbaran,2.0,0.0,-2.0
michiel lazaroni,2.0,0.0,-2.0
michiel sagredo,6.0,0.0,-6.0
michieletti,2.0,0.0,-2.0
michieli,34.0,62.0,28.0
michieli moretta,2.0,0.0,-2.0
michielli,13.0,5.0,-8.0
michioli,1.0,0.0,-1.0
migliassi,1.0,0.0,-1.0
migotti botter,1.0,0.0,-1.0
migrelli,1.0,0.0,-1.0
milani,6.0,3.0,-3.0
milesi,4.0,12.0,8.0
milioni,1.0,0.0,-1.0
millani,2.0,0.0,-2.0
minelli,4.0,7.0,3.0
minetto,1.0,0.0,-1.0
minia,2.0,1.0,-1.0
minigo,1.0,0.0,-1.0
minio,13.0,19.0,6.0
minoto,3.0,15.0,12.0
minotto,9.0,12.0,3.0
minotto querini,3.0,0.0,-3.0
mioni,1.0,0.0,-1.0
mistielli,1.0,0.0,-1.0
misurati,1.0,0.0,-1.0
mocengio,1.0,0.0,-1.0
mocenicho,2.0,0.0,-2.0
mocenigho,8.0,0.0,-8.0
mocenigo,150.0,155.0,5.0
mocenigo badoer,3.0,0.0,-3.0
mocenigo soranzo,2.0,23.0,21.0
mocenigo valier,3.0,0.0,-3.0
mocenigo vendramin,1.0,0.0,-1.0
molin,136.0,148.0,12.0
molin corner,1.0,0.0,-1.0
molin correr,10.0,0.0,-10.0
molinari,7.0,18.0,11.0
molinetto,1.0,0.0,-1.0
molini,1.0,1.0,0.0
molino,2.0,0.0,-2.0
mollin,3.0,0.0,-3.0
monaretti,3.0,0.0,-3.0
mondelli,1.0,0.0,-1.0
mondini,1.0,3.0,2.0
monello,1.0,0.0,-1.0
monenigo,1.0,0.0,-1.0
monigo,1.0,0.0,-1.0
mons,2.0,0.0,-2.0
montagna,1.0,0.0,-1.0
monti,2.0,0.0,-2.0
mora,37.0,67.0,30.0
morali,1.0,0.0,-1.0
morana,1.0,0.0,-1.0
morani,2.0,0.0,-2.0
morari,6.0,0.0,-6.0
morati cologna,1.0,0.0,-1.0
morato,2.0,0.0,-2.0
moratti,1.0,1.0,0.0
moravi,3.0,0.0,-3.0
morazzi,1.0,0.0,-1.0
morelici,2.0,0.0,-2.0
morelli,9.0,2.0,-7.0
morelli calduna,1.0,0.0,-1.0
moreschi,1.0,0.0,-1.0
moresini,7.0,0.0,-7.0
moresini zen,1.0,0.0,-1.0
moretti,25.0,17.0,-8.0
moretti chiminoli,1.0,0.0,-1.0
moretti contarini,1.0,0.0,-1.0
morioni,2.0,0.0,-2.0
moris,1.0,0.0,-1.0
moro,47.0,144.0,97.0
moro badoer,1.0,1.0,0.0
moro todeschin,1.0,0.0,-1.0
moro zen,40.0,0.0,-40.0
moroini,1.0,0.0,-1.0
moron,2.0,0.0,-2.0
morona,1.0,0.0,-1.0
moroni,3.0,7.0,4.0
morosin,10.0,1.0,-9.0
morosini,409.0,287.0,-122.0
morosini bolani,1.0,0.0,-1.0
morosini giustinian,1.0,0.0,-1.0
morosini grimani,1.0,1.0,0.0
morosini querini,1.0,0.0,-1.0
morosini zen,1.0,0.0,-1.0
morosino,1.0,0.0,-1.0
morotini,1.0,0.0,-1.0
morotta,1.0,0.0,-1.0
morsani,1.0,0.0,-1.0
morsesini,2.0,0.0,-2.0
morsoni,1.0,0.0,-1.0
moscatello,2.0,0.0,-2.0
moscheni,4.0,10.0,6.0
moschini,1.0,5.0,4.0
moseni,2.0,0.0,-2.0
mosenigo,1.0,0.0,-1.0
mosto,20.0,6.0,-14.0
motali,1.0,0.0,-1.0
mottinelli,2.0,0.0,-2.0
mottoni,2.0,0.0,-2.0
mozer,6.0,0.0,-6.0
mozzenigo,19.0,0.0,-19.0
mozzoni,1.0,0.0,-1.0
multa,1.0,0.0,-1.0
murara,1.0,0.0,-1.0
murer,3.0,1.0,-2.0
murera,1.0,0.0,-1.0
musatelli,1.0,0.0,-1.0
musazi,1.0,0.0,-1.0
musitelli,4.0,4.0,0.0
musitello,1.0,0.0,-1.0
mussato,1.0,1.0,0.0
mussitelli,1.0,0.0,-1.0
mustitelli,1.0,0.0,-1.0
mutoni,1.0,1.0,0.0
mutti fontana,1.0,0.0,-1.0
muttoni,1.0,0.0,-1.0
nadali,15.0,7.0,-8.0
nadini,1.0,0.0,-1.0
nani,89.0,38.0,-51.0
nani foscarini,1.0,0.0,-1.0
nani reggio,3.0,0.0,-3.0
nardese,1.0,0.0,-1.0
nardi,1.0,3.0,2.0
