owner_family_name,building_functions
cambria d'avoli corfu,"casa,casa"
camera,casa
campagna,"casa,magazzeno"
campalta,casa
campana,"casa,casetta,casa,casa,bottega, calle"
campelli,"bottega,casa"
campi,"bottega, casa,casa"
campioni,"bottega, casa"
campioni antonini,bottega
campioni ottolini,bottega
canal,"casa,casa,appartamento, casa,appartamento,casa,casa,casa,casetta,appartamento, casa,appartamento, casa,casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,casa,casa,casetta,casetta,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega,bottega,bottega,bottega,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega,bottega,bottega, casa,bottega, casa,casa,casetta,casetta,casetta,casetta,casa,casetta,casetta,casa,casa, forno,casa,casa,casa,casa,bottega, casa,bottega,bottega, casa,casa,casa,casa,casa,bottega,bottega,casa,bottega,bottega,appartamento,appartamento,bottega, volta,casa,bottega,bottega,bottega,bottega,bottega,volta,scuola,bottega,bottega,volta,bottega,bottega,casa,casa,casa"
canali,casa
cancelli,"bottega, casa"
canciani,"casa,bottega,casa"
candella,casetta
canestri,casa
caniera,casa
caniis soares,casa
canpelli,bottega
canton,casa
caotorta,"casa,casa"
capato,"magazzeno,magazzeno,casa,casa"
capelan,volta
capello,"casa,bottega, casa,casetta,casa,casa,casa,casa,bottega, casa,casa,bottega,casa,casa, casetta, terreno,magazzeno, orto,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,bottega, casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,bottega, casa,casa,terreno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa, tagliapietra,bottega, casa, tagliapietra,bottega,bottega, casa,casa,magazzeno,casa,casetta,casa,casa,casa,bottega, casa, pollaio,casa,casa,casetta,casa,casa,casa,casa,casa,casetta,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casetta,bottega, casa,casa,bottega,bottega,bottega,casetta,casa,casa,casa,bottega,volta,casa,casa,magazzeno,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casetta"
capello renier,casetta
capelo,"casetta,casa, squero,casetta,casetta,casetta,camera, casotto,casa,casa,casa,casa,bottega,volta,volta,volta,casa,casa,casa,magazzeno"
capetti,"bottega, casa"
capis zanetti,"bottega, casa,casa,casa"
capogrosso,magazzeno
capolin,"forno,casa,casa,bottega,bottega"
capovin,casetta
cappeli,"casa,casa"
cappellani,"bottega, casa"
cappello,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
capretta,casa
capretti gassaldi,casa
caragnini capogrosso,bottega
carara,"bottega,volta"
caratti,"casa,casa,casa,casa,casa,casa,casa"
caravaglio,"casa,casa,casa"
care,"casa,casa"
careni,casa
caresana,"casa,casa"
carescina,"casetta,casetta"
carezzana,"appartamento,appartamento"
carichiopoli,"casa,casa,casa"
carli,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
carlini,"bottega, casa"
carminati,"appartamento,appartamento"
carob,"casa,casa"
carrara,"casa,bottega, casa"
carrari,casa
carre,"bottega, casa,bottega, casa"
carregiani,casa
carsolin,"casa, forno"
carua,bottega
casatti,casetta
casetti,"casa,casa,casetta,appartamento,appartamento,appartamento,appartamento"
casi,"casa,casa"
casina,casa
cassali,"bottega, casa"
casser,casa
cassetti,"casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega, casa,bottega,casa, magazzeno,casetta,casetta,casa,casa,casa,casetta,magazzeno,bottega,bottega,bottega, casa,bottega, casa,bottega, casa,bottega,bottega, casa,casa,bottega, casa,bottega,bottega,casa,bottega, casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,bottega,casa,bottega,magazzeno,bottega,bottega, casa,bottega,casa,casa,casetta,casa,casa,casa,casa,casetta,casa,casetta,casetta,appartamento, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casetta,casa,casa,casa,casa,casa,casa,casa,casetta"
casson,"casa,casa"
castagna,"casa,casa"
castaldi,casa
castelli,"casa,casa,casa,osteria,appartamento,appartamento,appartamento, casa,bottega,bottega,bottega,bottega, magazzeno, volta,casa"
catani,casa
cataorta,magazzeno
cattaneo,bottega
catti,casa
cauta,casa
cavaceaglio,casa
cavagni,"bottega, volta"
cavagnins,bottega
cavagnis,"magazzeno,magazzeno,bottega, casa,casa,casetta,bottega,bottega,casa,casa,casa,casa,bottega, casa,bottega,casa,casa"
cavali,"bottega,bottega"
cavali stefani,bottega
cavalli,"casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
cavalli stefani,"appartamento, casa,casa,casa,casa"
cavalli steffani,volta
cavallieri,volta
cavallo,"casa,casa"
cavallo d'oderzo,casa
cavani,"casa,appartamento, casa,casetta"
cavanis,"casa,casa"
cavreta,casa
cecchetti,casa
cecchini,"casetta,casetta"
celini,casa
celini da riva,"casa,casa"
celini mocenigo,casetta
celotto,casetta
celsi,"casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa"
celsi paulone,magazzeno
censato,bottega
centenari,"casetta,casotto"
centon,"casa,appartamento,casa"
cerchiari,bottega
cernesi,casa
ceroni,"bottega,bottega"
cesarini,casa
ceschi,casa
cestari,"bottega,magazzeno,bottega, casa,bottega,casetta,casetta,casa"
chalichiopalo,casa
checchi,casa
chechel,casa
chehel,bottega
chianello,"casa,casa"
chiarello,"bottega, casa"
chiari,"casa,bottega"
chiario,"bottega, caffe"
chiavalin,bottega
chiavolin,casa
chietani,casa
chimoto,"magazzeno,casetta,bottega,appartamento, casa"
chiodo,casa
ciacci,"casa,appartamento"
ciampi,casa
cian,"casa, forno,casa"
cicci,"casa,casa"
ciceri provini,casa
cicogna,"casa,casa"
ciega,casetta
ciera,"casa,casa,casa, orto,casa,casa,casetta,casetta,bottega,bottega,bottega, casa,bottega, casa,bottega,bottega,casa,casetta,casa,bottega"
ciera pasini,"bottega,casetta"
cieri,casa
cigogna,"bottega, casa"
cilla amigoni,appartamento
cimegotto,casa
cinelli,"casa,casa,casa,casa,casetta,casetta,casa,casa,casa, squero,casa, squero,casa"
circonea,casa
citi,casa
citti,"bottega, casa"
cittolin saraval,"bottega, casa"
ciuran,"casa,magazzeno,magazzeno,casa,bottega,bottega,casa,casa,casa,casa,bottega,appartamento, casa,bottega, casa,bottega,volta,bottega, volta,bottega, volta,casetta,casa,bottega,bottega,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,bottega, casa,bottega,casa"
ciuran polvaro,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
ciuran polvero,"casa,casa"
ciurano polvero,casa
civena,casa
cividal gemel,bottega
civran,"casa,casetta,casa,casa,casetta,casetta,casetta,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,bottega,casa,casa"
civran polvato,casa
clemente,"casa,casa,casetta,casetta,casetta,casa"
clementi,"casa,casa"
clementi pasini,casa
coacin,casa
cocco,"casa,casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,bottega, casa,casa,casa,casa,casa"
coch,"casa,casa"
coco,"bottega, casa,bottega"
codazzi,casa
codignola,casa
codognola,"bottega, casa,casa,casetta,casetta,casetta,bottega, casa,casa,casa,casa,casa,casa, magazzeno,casa,casa,casa"
coen,"casa,bottega,bottega,bottega,casa,casa,casa,magazzeno,magazzeno,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa"
colalto,"casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,bottega"
colarin,casa
colato,casetta
coletti,casa
colferai,casa
collalto,"bottega, magazzeno"
colomban,casa
colombo,"casa,casa,casa,casa,bottega,appartamento, casa,appartamento, casa,appartamento, casa"
colotti,casa
combi,"casa,casa,casa,appartamento,casa,casa,bottega,casa,casa,casa,bottega, casa,casa,casa,bottega"
comin,"casa,casa,casa,casa,casa"
comni,casa
conco,"bottega, casa"
condulmer,"bottega, casa,appartamento, casa,casa,bottega, casa,casetta,bottega,bottega,bottega, casa,bottega, casa"
condulmer boldu,casa
condulmier,"bottega, casa"
coneglian,"casetta,casa,casa,bottega, casa, scala,casa,casa"
confalonieri,casa
contarin,"casa,bottega"
contarin bovolo,casetta
contarin duodo,"casetta,casa"
contarini,"casa,casa,bottega, casa,bottega, casa,casa,bottega, casa,casa,casa,casa,bottega, casa,bottega,bottega, casa,casa,appartamento, casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,magazzeno,casa,appartamento,casa,appartamento,appartamento,casa,casa,casa,casa,casa,casa,bottega, pollaio,bottega,bottega, casa,casa,casa, giardino,casa,casetta,casa,magazzeno,casetta,casetta,casa,casetta,casetta,bottega, casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casa,casetta,bottega, casa,bottega,casa,casa,casa, forno,casetta,bottega, casa,casa,casa,casetta,casetta,casetta,casa,bottega,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,casa,casa,casa,bottega,casa,casa,appartamento, casa,magazzeno,appartamento, casa,appartamento, casa,magazzeno,casa,casa,casa, corto,terreno,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,bottega, casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,bottega, casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,bottega, casa,bottega,bottega, casa,bottega, casa,bottega,casa,casa,bottega,casa,casa,casa,casetta,magazzeno,appartamento, casa,appartamento,appartamento,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casetta,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casa,casa,casetta,casetta,casa,casa,bottega, casa,bottega, casa,magazzeno,casa,casetta,casa,casa,bottega, casa,bottega, casa,casa,casa,bottega, casa,casa,casa,casa,casetta,casa,palazzo,bottega, casetta,casa, orto,casa,bottega, casa,bottega, casa,casa,bottega,casa,casa,casa,casa, orto,casa,casa,casa,casa,casa,casa,casa, scala,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,bottega,bottega, casa,bottega, casa,bottega, casa,bottega,bottega,bottega,bottega,bottega,bottega, volta,bottega, casa,bottega, casa,casa,casa,casa, forno,magazzeno,casa,bottega, casa,bottega,casa,casetta,casetta,casetta,bottega,bottega,bottega,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega, casa,casa,casetta,casa,casetta,bottega,bottega,bottega,bottega,bottega,bottega,bottega, pollaio,bottega,bottega,bottega,bottega, casa,bottega, volta,bottega,bottega,casa,bottega, casa,bottega, casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,magazzeno,casa,casa,casa,bottega,bottega,casa,bottega, casa,magazzeno,bottega, casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,bottega, casa,bottega, casa,bottega,bottega, casa,bottega,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,camera,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
contarini bembo,"bottega, casa,bottega"
contarini bovolo,casa
contarini contarini,casa
contarini dal zaffo,casa
contarini dona,"bottega,bottega"
contarini donada,"bottega,bottega"
contarini gradenigo,volta
contarini grimani,casa
contarini michiel,casa
contarini mocenigo,casa
contarini ponte,"casa,casa,bottega, casa,bottega,casetta,casa,casetta,casetta,casetta,casetta,magazzeno"
contarini soranzo,"bottega,casa"
contarini suriani,"casa,casa,magazzeno"
contarini valier,"bottega, casa"
contarini vianol,"bottega,bottega,bottega"
contatini,"bottega,casa"
contenti,"casa,bottega,magazzeno,magazzeno,casa"
contin,"bottega, casa,bottega, casa"
contini,"casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casa"
conton,casa
contumeri,"casa,casa,casa,casa,casa"
conzato,"casa,casa,casa,casa"
coppo,"casetta,casetta"
cora,"casa,casa"
coraduzzi,"bottega, casa"
corbelli,casa
coreggio,"bottega, casetta,casa,casa,bottega,casa,bottega,casa,bottega,bottega"
coreo,casa
corer,"bottega, casa,bottega, casa,casa"
corera,casa
corera pisani,casa
cornaro,"casa,casa,casa,casa,casa,casa,casa"
corneggiano,bottega
cornel,"casa,casa"
cornelatti,casa
corner,"casa,casa,casa,casa,casa,casa, squero,casa,casa,casa, squero,casa,casa,casa,casa,bottega,bottega,bottega,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,casetta,orto,casetta,casetta,casetta,casetta,casa,casa,casa,casa,casa, casetta,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,appartamento, casa,casa,casa,casa,casa,casa,casetta,casetta,casa,casa,casa,bottega,casa,casetta,casa,casa,bottega, casa,casa,casa,appartamento,bottega,appartamento,appartamento,casa,bottega,casa,bottega,bottega,casa,bottega, casa,casa,casa,bottega,casa,casa,casa,casa,bottega,casa,casa,magazzeno,casa,bottega, casa,bottega,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa, squero,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega,bottega, volta,casa,casa,casa,casa,bottega,bottega,bottega,magazzeno,bottega,bottega,bottega, casa,bottega, casa,bottega, casa, pollaio,bottega,casa,bottega, casa,bottega, casa,casa,casa,magazzeno,casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,casetta,casetta,casetta,casetta,casa,casa,casa,casa,bottega, volta,bottega,bottega,bottega,bottega, portico,volta,bottega, caffe, volta,bottega,bottega,casa,casa,casa,casa,bottega,casa,casa,luogo, terreno,bottega, luogo, terreno,casa,casa,casa,casa,magazzeno,bottega, casa,casa,casa,casa,magazzeno"
corner arnaldi,bottega
corner contandi,"bottega, casa, forno"
corner contarini,casa
corner dona,casa
corner morelli,"casa,casa, giardino"
corner moroini,casa
corner morosini,"casa,casa,casa,casa"
corner pisani,casetta
corner tacco,"bottega, casa,bottega, casa,casa,casa,casa,casa,bottega,casa,casa,casa,bottega,appartamento, bottega,casa,bottega,casa"
cornera,bottega
cornera morelli,"bottega, casa,casa"
cornera polita,"casa,casa,casa,casa,casa,casa"
corniani,casa
cornoldi,casa
corona,casa
correggio,"casa,casa,bottega, casa,bottega,casa,casa,magazzeno,casa,casa,casa,magazzeno,casa, magazzeno,casa,casa"
corregio,casa
correr,"casa,casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega,bottega,bottega,bottega,bottega,bottega,bottega, casa,casa,casa,bottega, casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casetta,casa,casa,casetta,casetta,casetta,casa,casetta,casa,bottega,bottega,bottega,bottega,casa,casa,casa,magazzeno,magazzeno"
correr pisani,"casa,casa,casa,forno"
correra,"casa,casa,volta"
correra pisani,casa
corsi,"appartamento, casa"
corsini,casa
cortinovi,"casa,bottega, casa,bottega, casa"
corvelina,casetta
corvioni,"casa,casa"
cosmi,casa
cossali,"casa, volta"
cossalli,"casa,bottega, casa,bottega, casa,bottega,bottega, casa,casetta,casa,casa,casa,bottega, pollaio, volta"
cosselli,"bottega, casa"
cossi,"appartamento, casa"
costa,casa
costanti,casa
costantini,"casa, terreno,casa"
costanzi,"casetta,casa,casa,casa,bottega,bottega"
costanzis,"bottega, casa"
cottelli,casa
crestani,casa
cricchi,casa
criveli,casa
crivelli,"casa,casa,casa,casa,bottega, casa, volta"
crota,"casa, corto,casa,casa,casa"
crotta,"casa,casa,casa,casa,casa,casa"
cublin,casetta
cucco,forno
cucina,"bottega, casa,bottega, casa"
cucis,"casa,magazzeno,magazzeno,casa,appartamento, casa"
cuina,"casa,casa"
culain,casa
cumana,casa
cupis,casa
curanello,bottega
curnis,"appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega, magazzeno,bottega, magazzeno,casa,bottega, casa,casa,casa,casa,bottega"
curti,"casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
curti gussoni,casa
cusola,"casa,casa,casa,casa"
cussala,"bottega,bottega"
cusselli,bottega
cussola,"casa,casa,casa,casa,casa,casa,casa,casa"
d'ancona,"casa,magazzeno,bottega,bottega"
d'andrea,casa
d'anias,casa
da brazzo narini,"bottega, casa"
da canal,"bottega, casa,bottega,casa"
da comenduno,"bottega, casa"
da conegliano,casa
da leze,"casa,casa"
da lezza,"appartamento, casa,appartamento, casa"
da lezze,"casa,casa,casa,casa,casa,casa, orto,osteria,bottega,bottega,casa,casa,appartamento, casa,appartamento, casa,appartamento, bottega,appartamento, bottega,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,appartamento, bottega, casa,appartamento, bottega, casa,casa,casa"
da malla,casa
da malle,casa
da mestre,casetta
da mezzo palmetta,bottega
da molin,"casa,casa,bottega, casa"
da monte,"bottega,bottega"
da mora,"casetta,casa"
da mosto,"casa,casa,appartamento,appartamento,appartamento,appartamento,casa,casa,bottega, casa,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,squero,casa,casa,bottega,casa,magazzeno,bottega, casa,casa"
da mosto colalta,camera
da mosto collalto,"bottega, casa,casa,casa,casa"
da mula,"casa,casa,casetta,casetta,casetta,casetta,casa,casa,casa,casetta,casa,casa"
da mula contarini,"casa,casa,casa,casa,casa,casa,magazzeno,casetta"
da mula contatini,casetta
da mulla,casa
da pase,"casa,casa"
da pesaro,"casa,casa,casa, magazzeno,casa,casa, orto,appartamento, casa,magazzeno,casa"
da ponte,"casa,bottega, casa,bottega, casa,bottega, casa,volta,casa,calle, scala,scala,scala,scala,bottega, magazzeno"
da ponte mocenigo,casa
da riva,"bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,bottega, casa,casa,appartamento, casa,casa,casa,casa,bottega, caffe,bottega, casa,casa,casa,casa,casa,casa,bottega,casa, terreno,bottega,bottega,bottega,casa,casa,casa,bottega,bottega,bottega,bottega,bottega,bottega,bottega,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,bottega, volta,scala,casa"
da schio,casa
da valle,"casa,casa"
dada,"casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa"
dador,bottega
dal bello,casa
dal bo,casa
dal bon,"casetta,casa,casa,appartamento, casa"
dal favro,bottega
dal lin,"casa,casa,casa"
dal medico,bottega
dal medico contarini,"casa,casa,casa,casa,casa"
dal re,"bottega, casa, magazzeno"
dal zante,casa
dalai,bottega
daleze,bottega
dall'agio,casa
dall'aqua,"casa,casetta"
dall'asta,"casa,casa"
dalla bella,"camera, casa,camera, casa,casa,casa,casa,casa"
dalla braza,casa
dalla gianeva,casa
dalla mula,casa
damian,magazzeno
damiani,"casa,casa,casa"
damosto,"bottega,magazzeno"
damula,magazzeno
damulla,"casa,casa,casa"
dana,casa
dandolo,"appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,casa,bottega, casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,casetta,casetta,casetta,casetta,casetta,bottega,bottega, magazzeno,locanda,magazzeno,casetta,casa,casa,bottega, casa,casa,casetta,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa"
dandolo dolfin,casa
danielli,"casa,casa,casa,casa"
danielli lucadello,"bottega,casa"
dante,"casa,casa,casa,casa,casa"
dapoggio,casa
darduin,"casa,bottega"
daria,"casa,casa,casa,casa"
darina,"bottega, casa"
dario,"casetta,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,camera, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa"
dariva,"casa,casa,casa"
darli,"casa,casa,casa,casa,casa,casa,casa,casa"
davia,"casa,casa,casa"
david,"casa,casa,casa,bottega,appartamento"
dazon,casa
de beni,casa
de felippi,casa
de grandi,casa
de luca,"casetta,casa"
de lucca,"bottega, casa, magazzeno"
de mezzo,"casa,casa,bottega,casa"
de more,casa
de piccoli,casa
dedoni,magazzeno
degan,casa
degna,"casa,bottega,magazzeno,bottega, casa"
dei pani,bottega
dell'angelo,casa
delle barche,casa
demore,casa
dente,"casa,casa,casa,casa,casa,casa"
dente capponi,"casa,casa"
di mazo,"bottega,casa,casa,casa,camera, casa,bottega, casa,bottega,casa,bottega"
diedo,"casa,magazzeno,casetta,casa,casa,bottega, casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,bottega,casa"
diedo monicaus,casa
diedo monicausa,"casa,casa,casa"
diletta,bottega
diletti,casa
dinarello,casa
dinelli,"casa,casa"
dogo,casa
dolandini,casa
dolce,"casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa"
dolfin,"casa,casa,casa, orto,casa,bottega,casa,giardino,casetta,casetta,casetta,casa,casa,terreno,casa, giardino,casetta,casetta,casetta,casetta,casetta,casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casa,casa,casetta,casa,casetta,casa,bottega, casetta,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,forno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casa,casa,casa,casa,bottega,bottega,bottega, casa,bottega, casa,casa,bottega, casa,bottega, casa,casa,casa,casa,bottega, casa,bottega, casa,bottega,appartamento, casa,bottega,magazzeno,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,casa,casa,magazzeno,magazzeno,magazzeno,magazzeno,casa,casa,casa,casa,casetta,scala,casa,casa,appartamento,casa,casa,casa,bottega,bottega,bottega,volta,volta,volta,volta,casa,casa,casa,casa,casa,casa,casa,casa,casa"
dolfin grimani,"appartamento, casa"
dolfin michiel,casa
dolfin riva,"bottega, casa,bottega"
domestici,"casa,casa,bottega, casa"
dona,"casa,casa,casa,magazzeno,magazzeno,casa,casa,casa,casa,bottega,casa,bottega, casa,casa,magazzeno,casetta,casa, orto,casa,casa,casa,casa,bottega,bottega, casa,bottega, casa,bottega, casa,casa,magazzeno,casa,bottega,bottega,bottega,bottega,bottega,bottega,appartamento,casetta,casetta,casetta,bottega, casa,bottega,casa,casa,casa,bottega,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,bottega,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,bottega, casa,casa,casa,casa,casetta,casa,magazzeno,casa,casetta,casa,bottega,casetta,casetta,appartamento, casa,appartamento,casa,casa,bottega,casa,casa,casa,casa,casa,bottega, casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,bottega,casa,casa,magazzeno,casa,appartamento, casa,casa,appartamento,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,bottega, tagliapietra,casa,casa,casa,appartamento, casa,appartamento, casa,bottega, casetta,bottega,casa,casetta,volta,bottega, portico,bottega,bottega,casa,casa,casa,bottega,scala,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta"
dona corer,"casa,casa,casa"
dona correggio,bottega
dona perazo,bottega
dona polo,"bottega,casa"
donada,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
donada emo,"casa,casa"
donadela,casa
donadi,casa
donado,"casa,casa,casa,casa,casa,magazzeno,bottega,magazzeno,casa,casa,scala,scala,scala,scala,scala,casa,magazzeno"
donadoni,"casa,bottega, casa"
donadoni boselo,bottega
donadoni pandolfi,casa
donati,"casa,bottega,forno"
donini,"casetta,casetta,casetta,casetta,casetta,casetta,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casetta"
dorici,bottega
doriga,casa
dossi,"casa,casa,bottega"
draghia,casa
dreda,casa
driuzzi,"casa,bottega,bottega, volta,bottega,bottega, volta,bottega,bottega"
driuzzo,casa
drusian,appartamento
duiro,"appartamento,appartamento"
duodo,"casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,terreno,appartamento, casa,casa,appartamento,bottega,bottega,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,magazzeno,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,magazzeno,casa,casa,bottega, casa,bottega, casa,bottega,bottega, pollaio,bottega,bottega, casa,bottega,bottega, casa,casa,bottega, casa,bottega,appartamento,appartamento,appartamento,appartamento,bottega,casa,casa,bottega,casa,bottega, casa,casa,magazzeno,bottega, casa,casa,bottega, casa,casa,volta,volta,casa,casa,bottega, volta,bottega, volta,volta,casa,casa,casa,magazzeno,casa,bottega,casa,casa,casa"
duodo zustinian,casa
duramano,casa
