owner_family_name,building_functions
capitanachi,"['casa', 'casa']"
capitanio,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto']"
capogrosso,['bottega']
capon,"['casa', 'bottega', ' casa', 'appartamento']"
capovilla,"['casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
capparocca,"['casa', 'casa']"
cappello,"['bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'magazzeno', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa']"
cappello battagia,"['casa', ' corto', 'casa']"
cappello malipiero,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
cappelo,"['casa', ' corto']"
capretta,['casa']
caprita,['casa']
capuzzo,"['bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa']"
carara,['casa']
caratin,['casa']
carboni,"['bottega', ' casa']"
carcano,['casa']
cardani,"['casa', 'casa']"
cardazzo,"['casa', 'casa']"
caregiani,"['bottega', ' casa', 'camera']"
carenghe,"['casa', 'casa']"
carer,"['bottega', 'bottega', 'casa']"
caresana,"['casa', 'casa']"
caresana rotta,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
caretta,"['casa', 'casa', ' corto']"
caretti,"['casa', 'casa', 'casa']"
cargnelli,"['bottega', ' casa']"
caricchiopoli,['magazzeno']
cariotti,"['casa', 'casa']"
carissimi,['casa']
carissimi zanchi,"['casa', 'casa', 'casa', 'casa']"
carita',['casa']
carli,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa']"
carli rubbi,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'corto', ' sottoportico', 'casa', 'casa', ' corto']"
carlin,['casa']
carlini,['casa']
carloni,"['casa', 'casa']"
carlotti zen,['casa']
carminati,"['bottega', ' casa', 'bottega', 'bottega', 'casa', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'casa', ' corto', ' magazzeno', 'magazzeno', 'magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'magazzeno', 'magazzeno', ' raffinaria', 'bottega', 'casa', ' magazzeno', 'bottega']"
carminati avogadro,['casa']
carniel legrenzi,"['casa', 'casa']"
carnio,"['casa', ' magazzeno', 'casa', 'bottega', ' casa', 'casa']"
carnis,"['casa', 'casa']"
carobio,"['casa', 'bottega', ' casa', 'bottega', ' magazzeno']"
caroboli,['casa']
carraba,"['bottega', ' casa', 'bottega', ' casa']"
carrara,"['casa', ' magazzeno', 'camera', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno']"
carraro,"['casa', 'casa', 'bottega', ' casa', 'casa']"
cartelli,['casa']
carvaglio,"['casa', 'casa', 'casa']"
casalari,['casa']
casaretti,"['casa', ' corto']"
casarota,"['casa', 'casa']"
casaroto diedo,"['casa', ' corto', 'casa', ' corto', 'corto']"
casati,"['casa', 'casa', 'casa']"
casatti,"['casa', 'corto', ' magazzeno']"
casser,"['casa', ' corto']"
cassetti,"['bottega', ' casa', 'bottega', ' casa', ' magazzeno', 'bottega', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'bottega', ' casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
cassini,"['casa', 'casa', ' corto']"
castagna,"['casa', 'casa']"
castelli,"['casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa']"
castelli vanaxel,"['casa', 'casa']"
cataneo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
catani,['casa']
cati,"['casa', 'casa']"
catonari,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa']"
cattaneo,"['casa', ' magazzeno', 'casa', 'casa']"
cattari,"['bottega', ' casa']"
cattasio,['casa']
cavagiani,"['corto', ' palazzo']"
cavagnis,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
cavalari,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
cavaliera,['casa']
cavalieri,"['casa', 'bottega', ' casa', 'casa']"
cavalini,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
cavallari,"['casa', 'casa', 'casa']"
cavalli,"['casa', 'casa', 'casa', 'casa']"
cavallina,['casa']
cavallini,['casa']
cavazza,"['casa', 'giardino', 'casa']"
cavazzi,['casa']
cavenago,"['casa', ' corto', 'casa', ' corto', 'bottega']"
cavoco,['casa']
cazzati,['casa']
celebrini,"['casa', 'casa', 'casa', 'corto', ' portico', 'calle', ' portico', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
celini,"['casa', 'orto', 'casa', 'orto']"
celsi,"['bottega', 'bottega', ' casa', 'casa']"
cenagin,"['casa', 'casa']"
cenarin,['casa']
centenari,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega']"
ceponi,"['casa', 'casa', 'casa']"
cera,['casa']
ceri,['casa']
ceriman,"['casa', 'casa', 'casa']"
cero,['casa']
ceroni,"['magazzeno', 'casa', 'casa', 'bottega', ' casa', 'bottega']"
ceroni solari,"['casa', ' corto', 'casa', 'casa', 'casa']"
ceroti vitturi,"['casa', 'casa']"
cerotti,['casa']
ceruti,"['casa', ' corto']"
cesana conti,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'corto', 'corto']"
cesaro,"['bottega', ' casa']"
ceseletti,['casa']
ceser,['casa']
checchia,"['casa', ' corto']"
checcia,['casa']
chechel,"['bottega', 'bottega', 'bottega']"
chechel zorzetto,"['casa', 'casa', 'casa', 'casa', 'casa']"
chelmi,['casa']
cherubini,"['casa', ' corto', 'casa']"
chia,['casa']
chiaraba,"['bottega', ' casa', 'casa']"
chiato,"['bottega', ' casa', 'casa']"
chiavito',['casa']
chichisiola,['casa']
chimotto,['magazzeno']
chinchio,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
chinetti,['casa']
chiodo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno']"
chioelolo,"['bottega', ' casa']"
chioti franco,"['bottega', ' casa', ' corto']"
chiribiri,"['casa', 'casa', 'casa', 'casa']"
chiucussi,"['casa', 'casa', 'casa', 'casa', ' osteria']"
chiurloto,"['casa', 'casa', 'casa', 'casa']"
chizzali,['magazzeno']
chizzalli,"['casa', ' corto', 'casa', 'casa', 'casa']"
chrich,['bottega']
ciato,"['casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', ' corto', 'magazzeno', 'casa', ' magazzeno']"
ciatto,"['casa', 'casa', ' magazzeno', 'bottega', ' casa', 'magazzeno']"
cibele,"['casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno']"
cicelli,"['casa', 'casa']"
ciciliani,['casa']
cicogna,"['bottega', ' casa', ' corto', 'casa', 'bottega', ' casa']"
cicogna foscarini,"['casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
ciera,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega']"
cigogna,"['casa', 'magazzeno']"
cigogna foscarini,"['casa', 'casa', 'casa']"
cimaroli,['casa']
cinghiali,"['casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno']"
ciola marchesi,['bottega']
cisco,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
cisi,"['casa', 'casa']"
cittello,['casa']
ciuran,['casa']
civran,"['bottega', 'magazzeno', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'magazzeno', 'magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' volta', 'bottega', ' volta', 'bottega', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' corto', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', ' casa', 'casa', ' magazzeno', 'bottega', ' casa']"
civran contarini,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'corto', ' sottoportico', 'corto', ' sottoportico', 'casa', ' corto', 'bottega']"
clario,"['casa', 'casa', ' corto']"
clavenna,['casa']
clementi,"['casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa']"
coa,"['casa', 'casa', 'bottega', ' casa']"
coa mazzoleni,"['bottega', ' casa']"
cobellini,"['bottega', ' casa', ' corto']"
cobres,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
cocalin,"['bottega', ' casa']"
coco,"['bottega', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'magazzeno', 'casa', 'bottega', ' casa']"
cocoli,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
codemo,['magazzeno']
codognato,"['casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
codognola,"['casa', 'corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'corto', ' sottoportico', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'magazzeno']"
coen,"['casa', 'casa', 'corto', ' palazzo', 'casa', 'casa']"
coen porto,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' magazzeno']"
coffolin,"['bottega', ' casa']"
coladaro,['casa']
colalto,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', ' corto']"
colalto camerata,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa']"
colavella,['bottega']
colbertaldo,"['stanza', 'bottega', ' casa', 'bottega', ' casa']"
coledani,"['casa', 'casa', 'casa', 'bottega', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno']"
coleti,"['casa', 'casa']"
coletti,"['casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'bottega', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', ' magazzeno']"
cologna,['casa']
colomba,"['casa', ' corto', 'casa', ' corto']"
colombo,"['casa', 'casa', 'casa', 'casa', 'bottega', ' volta', 'bottega', 'bottega', ' stanza']"
colombo milesi,"['bottega', ' volta']"
coloti,"['bottega', ' casa', ' corto']"
colotti,"['bottega', ' casa', 'bottega', ' casa', 'bottega']"
colpo,"['casa', ' corto']"
coludrovich,"['bottega', ' casa']"
colussi,['casa']
coluzzi,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa']"
comarollo,['bottega']
comarolo,"['casa', 'casa', ' corto']"
comarotto,"['casa', ' corto']"
combi,"['bottega', 'bottega', ' casa', 'bottega', 'bottega', ' casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa']"
comello,"['casa', ' corto', 'magazzeno', 'magazzeno', 'bottega', ' casa']"
comiani calegari,"['casa', 'andito', ' corto']"
comiccioli,['bottega']
comici,"['bottega', ' casa']"
comina,['casa']
cominoti,"['casa', 'casa', ' corto', 'casa', 'bottega']"
comizzioli,['casa']
compagnon,['magazzeno']
concina,['casa']
condestaulo,"['casa', 'casa', 'casa', 'casa']"
condolmer zorzi,['bottega']
condulmer,"['bottega', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', ' palazzo', 'casa', 'casa', ' fabbrica', 'casa', ' fabbrica', 'casa', ' fabbrica', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' magazzeno']"
condulmer loredan,['bottega']
coner,"['bottega', 'stanza', 'bottega', ' casa', 'casa', ' magazzeno']"
coner duodo,"['casa', 'casa', 'casa']"
confurtunati,['casa']
connegliano,"['casa', 'casa', 'bottega', ' magazzeno', 'appartamento', 'appartamento', 'casa', 'casa', 'casa', 'bottega']"
conomo,"['casa', ' corto']"
consigli,"['casa', 'casa']"
contarin correr,"['casa', 'casa', ' magazzeno', 'casa']"
contarini,"['bottega', 'bottega', 'casa', 'bottega', 'bottega', 'bottega', ' volta', 'magazzeno', 'casa', 'casa', 'magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'magazzeno', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'magazzeno', 'corto', ' luogo', 'casa', 'casa', 'casa', 'casa', 'palazzo', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'stanza', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' magazzeno', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' orto', 'casa', ' orto', 'palazzo', 'palazzo', 'magazzeno', 'magazzeno', 'magazzeno', 'magazzeno', 'casetta', 'casetta', 'casa', 'casa', 'casa', 'casa', 'casa', 'appartamento', ' casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' palazzo', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'appartamento', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' forno', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' stanza', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'bottega', 'corto', ' sottoportico', 'corto', ' sottoportico', 'casa', 'casa', 'bottega']"
contarini corer,"['casa', 'casa']"
contarini correr,"['casa', 'bottega', ' casa', 'casa', 'casa']"
contarini correr diedo,['casa']
contarini da mula,"['bottega', ' casa', 'casa']"
contarini da mula ocenigo,['casa']
contarini damula mocenigo,"['bottega', ' casa', ' corto', 'casa']"
contarini diedo correr,"['casa', 'casa', 'casa', 'casa']"
contarini fracassetti,"['casa', 'casa']"
contarini martinengo,"['casa', 'casa', 'casa']"
contarini mocenigo,"['bottega', ' volta', 'bottega', ' volta', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa']"
contarini mocenigo damila,['casa']
contarini mocenigo damula,"['casa', 'casa', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa']"
contarini sivran,['casa']
contarini valier,"['casa', 'casa']"
contarini venier,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno']"
contarini zelio,"['casa', ' scalla', 'casa']"
conti,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
conti cesana,"['casa', 'casa']"
contin,['casa']
contini,"['casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'bottega']"
conto,"['casa', ' forno']"
conz,"['casa', 'casa']"
conzina,"['bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega']"
copeta,['casa']
coradini,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
coratelli,['casa']
corbellini,['casa']
corbolin,"['casa', 'casa', 'casa', 'bottega', ' camera', 'casa', 'casa', 'casa']"
coredano,['casa']
coreggio,"['casa', 'casa']"
corena,['bottega']
corer,"['bottega', ' casa']"
cornelia,"['casa', 'casa', 'bottega', ' casa']"
cornelio,['casa']
corner,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'corto', ' sottoportico', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'andito', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', ' locanda', 'bottega', ' casa', ' locanda', 'bottega', ' casa', ' locanda', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'andito', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', 'bottega', ' casa', 'bottega', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', 'bottega', ' casa', ' magazzeno', 'casa', 'bottega', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'appartamento', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casetta', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'palazzo', 'casa', 'casa', 'casa', 'casa', 'bottega', 'palazzo', 'bottega', 'bottega', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'orto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' volta']"
corner bravetti,"['casa', 'casa']"
corner duodo,"['casa', 'casa', ' corto', 'casa', 'casa']"
corner giustinian,"['bottega', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' osteria', 'casa', ' magazzeno', 'casa', ' magazzeno']"
corner giustiniani,"['bottega', ' casa', 'bottega', ' casa']"
corner grimani,"['casa', 'casa', 'casa', ' corto', 'casa', ' fabbrica', 'casa', ' fabbrica']"
corner loredan,"['casa', 'casa', 'bottega', ' casa', 'casa', 'casa']"
corner mocenigo,"['casa', ' corto', ' magazzeno', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' giardino', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
corner priuli,['casa']
corner renier,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'magazzeno', 'casa', 'casa', ' forno', 'casa', 'magazzeno', 'casa', 'casa', 'bottega', 'magazzeno']"
corniani,"['casa', 'casa', 'casa']"
corniani algareti,"['casa', 'casa']"
cornoldi,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', ' stanza', 'magazzeno', 'bottega', ' casa']"
corona,"['bottega', ' casa']"
correggio,"['casa', ' magazzeno', 'magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
corregio,"['bottega', ' casa', 'magazzeno']"
correr,"['casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'magazzeno', 'bottega', ' casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'andito', ' corto', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'andito', 'casa']"
correr contarini,"['casa', 'casa', 'casa', 'casa', 'casa']"
correr marcello,"['bottega', 'bottega', 'bottega']"
correr pesaro,['bottega']
correr renier,['casa']
corsana,['casa']
corso patella,['casa']
corsotto,['magazzeno']
corti,['casa']
corticelli,['casa']
cortinovis,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
cortonovich,"['casa', 'casa', ' corto']"
cossa,['casa']
